symbol,Days,RSI,BBANDS,MA1,MA2,MA3,MA4,MSE,RMSE,Dates,Actual,Forcasted
AXISBANK,1,10,10,20,50,252,-,0.04470280533398155,0.21143037940178216,['2018-05-10T00:00:00.000000000'],[547.65],[[773.48615]]
AXISBANK,1,10,10,20,50,252,-,0.052957400940595915,0.23012475082136627,['2018-05-10T00:00:00.000000000'],[547.65],[[648.1564]]
AXISBANK,15,10,10,20,50,252,-,0.0616461078497555,0.24828634245514894,"['2018-04-19T00:00:00.000000000' '2018-04-20T00:00:00.000000000'
 '2018-04-21T00:00:00.000000000' '2018-04-22T00:00:00.000000000'
 '2018-04-23T00:00:00.000000000' '2018-04-24T00:00:00.000000000'
 '2018-04-25T00:00:00.000000000' '2018-04-26T00:00:00.000000000'
 '2018-04-27T00:00:00.000000000' '2018-04-28T00:00:00.000000000'
 '2018-04-29T00:00:00.000000000' '2018-04-30T00:00:00.000000000'
 '2018-05-01T00:00:00.000000000' '2018-05-02T00:00:00.000000000'
 '2018-05-03T00:00:00.000000000']","[512.9  505.7  506.2  504.85 498.4  493.75 539.2  517.3  523.75 533.4
 520.3  536.1  542.25 548.5  547.65]","[[628.9346 ]
 [630.1198 ]
 [624.50446]
 [624.8659 ]
 [622.28687]
 [627.6523 ]
 [625.4492 ]
 [635.2488 ]
 [648.91034]
 [642.3473 ]
 [643.7652 ]
 [642.12616]
 [640.91644]
 [636.6226 ]
 [632.0455 ]]"
AXISBANK,60,10,10,20,50,252,-,0.06501786848273847,0.25498601624939843,"['2018-02-09T00:00:00.000000000' '2018-02-10T00:00:00.000000000'
 '2018-02-11T00:00:00.000000000' '2018-02-12T00:00:00.000000000'
 '2018-02-13T00:00:00.000000000' '2018-02-14T00:00:00.000000000'
 '2018-02-15T00:00:00.000000000' '2018-02-16T00:00:00.000000000'
 '2018-02-17T00:00:00.000000000' '2018-02-18T00:00:00.000000000'
 '2018-02-19T00:00:00.000000000' '2018-02-20T00:00:00.000000000'
 '2018-02-21T00:00:00.000000000' '2018-02-22T00:00:00.000000000'
 '2018-02-23T00:00:00.000000000' '2018-02-24T00:00:00.000000000'
 '2018-02-25T00:00:00.000000000' '2018-02-26T00:00:00.000000000'
 '2018-02-27T00:00:00.000000000' '2018-02-28T00:00:00.000000000'
 '2018-03-01T00:00:00.000000000' '2018-03-02T00:00:00.000000000'
 '2018-03-03T00:00:00.000000000' '2018-03-04T00:00:00.000000000'
 '2018-03-05T00:00:00.000000000' '2018-03-06T00:00:00.000000000'
 '2018-03-07T00:00:00.000000000' '2018-03-08T00:00:00.000000000'
 '2018-03-09T00:00:00.000000000' '2018-03-10T00:00:00.000000000'
 '2018-03-11T00:00:00.000000000' '2018-03-12T00:00:00.000000000'
 '2018-03-13T00:00:00.000000000' '2018-03-14T00:00:00.000000000'
 '2018-03-15T00:00:00.000000000' '2018-03-16T00:00:00.000000000'
 '2018-03-17T00:00:00.000000000' '2018-03-18T00:00:00.000000000'
 '2018-03-19T00:00:00.000000000' '2018-03-20T00:00:00.000000000'
 '2018-03-21T00:00:00.000000000' '2018-03-22T00:00:00.000000000'
 '2018-03-23T00:00:00.000000000' '2018-03-24T00:00:00.000000000'
 '2018-03-25T00:00:00.000000000' '2018-03-26T00:00:00.000000000'
 '2018-03-27T00:00:00.000000000' '2018-03-28T00:00:00.000000000'
 '2018-03-29T00:00:00.000000000' '2018-03-30T00:00:00.000000000'
 '2018-03-31T00:00:00.000000000' '2018-04-01T00:00:00.000000000'
 '2018-04-02T00:00:00.000000000' '2018-04-03T00:00:00.000000000'
 '2018-04-04T00:00:00.000000000' '2018-04-05T00:00:00.000000000'
 '2018-04-06T00:00:00.000000000' '2018-04-07T00:00:00.000000000'
 '2018-04-08T00:00:00.000000000' '2018-04-09T00:00:00.000000000']","[557.55 564.2  543.9  543.7  537.85 540.55 531.7  535.8  530.25 536.65
 552.3  538.4  528.75 525.75 524.55 517.35 512.65 520.55 505.35 519.2
 531.5  536.15 529.65 522.6  519.45 521.1  526.3  518.2  499.5  507.3
 512.2  510.5  499.05 501.55 492.25 503.1  500.2  519.3  546.15 539.8
 548.75 542.55 542.4  532.4  518.25 512.9  505.7  506.2  504.85 498.4
 493.75 539.2  517.3  523.75 533.4  520.3  536.1  542.25 548.5  547.65]","[[589.2234 ]
 [588.48694]
 [588.3391 ]
 [588.64795]
 [589.9944 ]
 [586.6983 ]
 [589.838  ]
 [588.1788 ]
 [593.9981 ]
 [595.51013]
 [588.21185]
 [587.19714]
 [582.5544 ]
 [581.94086]
 [581.9044 ]
 [580.23267]
 [581.7006 ]
 [586.1671 ]
 [587.20844]
 [583.88806]
 [582.1022 ]
 [584.44385]
 [588.2395 ]
 [588.13904]
 [589.8403 ]
 [590.05347]
 [587.40186]
 [588.4598 ]
 [589.2527 ]
 [589.26373]
 [585.6135 ]
 [592.5025 ]
 [592.9866 ]
 [589.57806]
 [589.0823 ]
 [588.48004]
 [589.9921 ]
 [591.2261 ]
 [591.37726]
 [588.81396]
 [585.9352 ]
 [584.62396]
 [587.1175 ]
 [589.36676]
 [597.84106]
 [598.8407 ]
 [598.1677 ]
 [608.107  ]
 [607.4692 ]
 [598.93176]
 [600.4508 ]
 [596.21436]
 [591.60297]
 [591.3222 ]
 [591.38525]
 [582.8341 ]
 [583.42255]
 [584.0556 ]
 [581.4743 ]
 [584.1993 ]]"
AXISBANK,1,10,10,20,50,252,-,0.07421261073740677,0.27241991619080785,['2018-05-10T00:00:00.000000000'],[547.65],[[593.0744]]
AXISBANK,15,10,10,20,50,252,-,0.07486654383574912,0.27361751375916915,"['2018-04-19T00:00:00.000000000' '2018-04-20T00:00:00.000000000'
 '2018-04-21T00:00:00.000000000' '2018-04-22T00:00:00.000000000'
 '2018-04-23T00:00:00.000000000' '2018-04-24T00:00:00.000000000'
 '2018-04-25T00:00:00.000000000' '2018-04-26T00:00:00.000000000'
 '2018-04-27T00:00:00.000000000' '2018-04-28T00:00:00.000000000'
 '2018-04-29T00:00:00.000000000' '2018-04-30T00:00:00.000000000'
 '2018-05-01T00:00:00.000000000' '2018-05-02T00:00:00.000000000'
 '2018-05-03T00:00:00.000000000']","[512.9  505.7  506.2  504.85 498.4  493.75 539.2  517.3  523.75 533.4
 520.3  536.1  542.25 548.5  547.65]","[[581.9391 ]
 [582.8376 ]
 [578.6406 ]
 [578.9019 ]
 [576.98364]
 [580.98114]
 [579.3365 ]
 [586.6443 ]
 [596.83673]
 [591.94086]
 [592.9829 ]
 [591.77325]
 [590.8621 ]
 [587.67096]
 [584.267  ]]"
AXISBANK,60,10,10,20,50,252,-,0.06181976216238573,0.24863580225378992,"['2018-02-09T00:00:00.000000000' '2018-02-10T00:00:00.000000000'
 '2018-02-11T00:00:00.000000000' '2018-02-12T00:00:00.000000000'
 '2018-02-13T00:00:00.000000000' '2018-02-14T00:00:00.000000000'
 '2018-02-15T00:00:00.000000000' '2018-02-16T00:00:00.000000000'
 '2018-02-17T00:00:00.000000000' '2018-02-18T00:00:00.000000000'
 '2018-02-19T00:00:00.000000000' '2018-02-20T00:00:00.000000000'
 '2018-02-21T00:00:00.000000000' '2018-02-22T00:00:00.000000000'
 '2018-02-23T00:00:00.000000000' '2018-02-24T00:00:00.000000000'
 '2018-02-25T00:00:00.000000000' '2018-02-26T00:00:00.000000000'
 '2018-02-27T00:00:00.000000000' '2018-02-28T00:00:00.000000000'
 '2018-03-01T00:00:00.000000000' '2018-03-02T00:00:00.000000000'
 '2018-03-03T00:00:00.000000000' '2018-03-04T00:00:00.000000000'
 '2018-03-05T00:00:00.000000000' '2018-03-06T00:00:00.000000000'
 '2018-03-07T00:00:00.000000000' '2018-03-08T00:00:00.000000000'
 '2018-03-09T00:00:00.000000000' '2018-03-10T00:00:00.000000000'
 '2018-03-11T00:00:00.000000000' '2018-03-12T00:00:00.000000000'
 '2018-03-13T00:00:00.000000000' '2018-03-14T00:00:00.000000000'
 '2018-03-15T00:00:00.000000000' '2018-03-16T00:00:00.000000000'
 '2018-03-17T00:00:00.000000000' '2018-03-18T00:00:00.000000000'
 '2018-03-19T00:00:00.000000000' '2018-03-20T00:00:00.000000000'
 '2018-03-21T00:00:00.000000000' '2018-03-22T00:00:00.000000000'
 '2018-03-23T00:00:00.000000000' '2018-03-24T00:00:00.000000000'
 '2018-03-25T00:00:00.000000000' '2018-03-26T00:00:00.000000000'
 '2018-03-27T00:00:00.000000000' '2018-03-28T00:00:00.000000000'
 '2018-03-29T00:00:00.000000000' '2018-03-30T00:00:00.000000000'
 '2018-03-31T00:00:00.000000000' '2018-04-01T00:00:00.000000000'
 '2018-04-02T00:00:00.000000000' '2018-04-03T00:00:00.000000000'
 '2018-04-04T00:00:00.000000000' '2018-04-05T00:00:00.000000000'
 '2018-04-06T00:00:00.000000000' '2018-04-07T00:00:00.000000000'
 '2018-04-08T00:00:00.000000000' '2018-04-09T00:00:00.000000000']","[557.55 564.2  543.9  543.7  537.85 540.55 531.7  535.8  530.25 536.65
 552.3  538.4  528.75 525.75 524.55 517.35 512.65 520.55 505.35 519.2
 531.5  536.15 529.65 522.6  519.45 521.1  526.3  518.2  499.5  507.3
 512.2  510.5  499.05 501.55 492.25 503.1  500.2  519.3  546.15 539.8
 548.75 542.55 542.4  532.4  518.25 512.9  505.7  506.2  504.85 498.4
 493.75 539.2  517.3  523.75 533.4  520.3  536.1  542.25 548.5  547.65]","[[619.8885 ]
 [619.164  ]
 [619.01855]
 [619.3281 ]
 [620.6589 ]
 [617.3904 ]
 [620.49335]
 [618.8617 ]
 [624.62036]
 [626.1142 ]
 [618.8857 ]
 [617.85864]
 [613.2691 ]
 [612.6649 ]
 [612.6253 ]
 [610.9674 ]
 [612.4275 ]
 [616.859  ]
 [617.89343]
 [614.59796]
 [612.8266 ]
 [615.1544 ]
 [618.9161 ]
 [618.81793]
 [620.5085 ]
 [620.7213 ]
 [618.0846 ]
 [619.14087]
 [619.92664]
 [619.93555]
 [616.3046 ]
 [623.1388 ]
 [623.62   ]
 [620.24066]
 [619.7545 ]
 [619.15924]
 [620.65924]
 [621.88153]
 [622.0296 ]
 [619.4912 ]
 [616.6333 ]
 [615.32495]
 [617.8052 ]
 [620.03253]
 [628.42505]
 [629.4078 ]
 [628.7569 ]
 [638.5336 ]
 [637.9189 ]
 [629.49774]
 [631.0001 ]
 [626.8051 ]
 [622.2386 ]
 [621.96124]
 [622.022  ]
 [613.54236]
 [614.12396]
 [614.7473 ]
 [612.1911 ]
 [614.89954]]"
SYNDIBANK,1,10,10,20,50,252,-,0.05922316012393897,0.24335809031946928,['2018-05-10T00:00:00.000000000'],[51.5],[[66.44052]]
SYNDIBANK,15,10,10,20,50,252,-,0.06842573678229591,0.2615831355081896,"['2018-04-19T00:00:00.000000000' '2018-04-20T00:00:00.000000000'
 '2018-04-21T00:00:00.000000000' '2018-04-22T00:00:00.000000000'
 '2018-04-23T00:00:00.000000000' '2018-04-24T00:00:00.000000000'
 '2018-04-25T00:00:00.000000000' '2018-04-26T00:00:00.000000000'
 '2018-04-27T00:00:00.000000000' '2018-04-28T00:00:00.000000000'
 '2018-04-29T00:00:00.000000000' '2018-04-30T00:00:00.000000000'
 '2018-05-01T00:00:00.000000000' '2018-05-02T00:00:00.000000000'
 '2018-05-03T00:00:00.000000000']","[57.05 55.4  55.2  54.75 53.95 52.85 54.25 55.1  53.75 52.95 52.5  53.2
 53.4  52.7  51.5 ]","[[67.43029 ]
 [67.18567 ]
 [67.11372 ]
 [67.64334 ]
 [67.232376]
 [67.844215]
 [67.89952 ]
 [67.964294]
 [67.85925 ]
 [67.54405 ]
 [67.4962  ]
 [67.40264 ]
 [67.21111 ]
 [67.2757  ]
 [67.1042  ]]"
SYNDIBANK,60,10,10,20,50,252,-,0.06959951149487714,0.263817193326889,"['2018-02-09T00:00:00.000000000' '2018-02-10T00:00:00.000000000'
 '2018-02-11T00:00:00.000000000' '2018-02-12T00:00:00.000000000'
 '2018-02-13T00:00:00.000000000' '2018-02-14T00:00:00.000000000'
 '2018-02-15T00:00:00.000000000' '2018-02-16T00:00:00.000000000'
 '2018-02-17T00:00:00.000000000' '2018-02-18T00:00:00.000000000'
 '2018-02-19T00:00:00.000000000' '2018-02-20T00:00:00.000000000'
 '2018-02-21T00:00:00.000000000' '2018-02-22T00:00:00.000000000'
 '2018-02-23T00:00:00.000000000' '2018-02-24T00:00:00.000000000'
 '2018-02-25T00:00:00.000000000' '2018-02-26T00:00:00.000000000'
 '2018-02-27T00:00:00.000000000' '2018-02-28T00:00:00.000000000'
 '2018-03-01T00:00:00.000000000' '2018-03-02T00:00:00.000000000'
 '2018-03-03T00:00:00.000000000' '2018-03-04T00:00:00.000000000'
 '2018-03-05T00:00:00.000000000' '2018-03-06T00:00:00.000000000'
 '2018-03-07T00:00:00.000000000' '2018-03-08T00:00:00.000000000'
 '2018-03-09T00:00:00.000000000' '2018-03-10T00:00:00.000000000'
 '2018-03-11T00:00:00.000000000' '2018-03-12T00:00:00.000000000'
 '2018-03-13T00:00:00.000000000' '2018-03-14T00:00:00.000000000'
 '2018-03-15T00:00:00.000000000' '2018-03-16T00:00:00.000000000'
 '2018-03-17T00:00:00.000000000' '2018-03-18T00:00:00.000000000'
 '2018-03-19T00:00:00.000000000' '2018-03-20T00:00:00.000000000'
 '2018-03-21T00:00:00.000000000' '2018-03-22T00:00:00.000000000'
 '2018-03-23T00:00:00.000000000' '2018-03-24T00:00:00.000000000'
 '2018-03-25T00:00:00.000000000' '2018-03-26T00:00:00.000000000'
 '2018-03-27T00:00:00.000000000' '2018-03-28T00:00:00.000000000'
 '2018-03-29T00:00:00.000000000' '2018-03-30T00:00:00.000000000'
 '2018-03-31T00:00:00.000000000' '2018-04-01T00:00:00.000000000'
 '2018-04-02T00:00:00.000000000' '2018-04-03T00:00:00.000000000'
 '2018-04-04T00:00:00.000000000' '2018-04-05T00:00:00.000000000'
 '2018-04-06T00:00:00.000000000' '2018-04-07T00:00:00.000000000'
 '2018-04-08T00:00:00.000000000' '2018-04-09T00:00:00.000000000']","[65.   65.75 63.   61.4  59.55 55.6  58.45 58.8  59.7  60.6  60.55 58.65
 61.1  60.65 59.3  56.3  55.35 55.75 54.35 54.35 57.75 60.7  61.2  62.7
 60.5  60.3  59.55 58.15 53.7  55.85 56.85 55.45 56.5  57.95 56.65 59.85
 60.6  60.75 60.6  58.95 58.35 58.25 58.2  57.95 57.35 57.05 55.4  55.2
 54.75 53.95 52.85 54.25 55.1  53.75 52.95 52.5  53.2  53.4  52.7  51.5 ]","[[71.948456]
 [72.58944 ]
 [73.36761 ]
 [72.68854 ]
 [72.27067 ]
 [72.57967 ]
 [73.283875]
 [74.76325 ]
 [74.440025]
 [73.76037 ]
 [73.634926]
 [73.59855 ]
 [72.80832 ]
 [72.5115  ]
 [72.47401 ]
 [72.26688 ]
 [72.09865 ]
 [72.04451 ]
 [71.96342 ]
 [71.49553 ]
 [71.2787  ]
 [71.03254 ]
 [71.27039 ]
 [71.90838 ]
 [71.71314 ]
 [71.483406]
 [71.26548 ]
 [71.47869 ]
 [71.08325 ]
 [70.80357 ]
 [70.62132 ]
 [70.78284 ]
 [70.64954 ]
 [70.5211  ]
 [70.58084 ]
 [71.25774 ]
 [70.75171 ]
 [70.454926]
 [70.584755]
 [70.20106 ]
 [70.09274 ]
 [70.46772 ]
 [70.4034  ]
 [69.99879 ]
 [71.67403 ]
 [71.09064 ]
 [71.03217 ]
 [70.75334 ]
 [71.51216 ]
 [72.942924]
 [71.77967 ]
 [70.55449 ]
 [70.42316 ]
 [70.25775 ]
 [70.16011 ]
 [70.27632 ]
 [69.482994]
 [69.326   ]
 [69.11042 ]
 [69.085304]]"
